"id","state_id:id","code","street","street_type","district","city_id:id"
cep_69410000,"br_am","69410000","","","","l10n_br_data_base.city_89"
cep_69500000,"br_am","69500000","","","","l10n_br_data_base.city_91"
cep_69460000,"br_am","69460000","","","","l10n_br_data_base.city_94"
cep_69255000,"br_am","69255000","","","","l10n_br_data_base.city_93"
cep_69250000,"br_am","69250000","","","","l10n_br_data_base.city_92"
cep_69820000,"br_am","69820000","","","","l10n_br_data_base.city_90"
cep_69870000,"br_am","69870000","","","","l10n_br_data_base.city_97"
cep_69895000,"br_am","69895000","","","","l10n_br_data_base.city_99"
cep_69450000,"br_am","69450000","","","","l10n_br_data_base.city_95"
cep_69880000,"br_am","69880000","","","","l10n_br_data_base.city_96"
cep_69670000,"br_am","69670000","","","","l10n_br_data_base.city_98"
cep_69700000,"br_am","69700000","","","","l10n_br_data_base.city_82"
cep_69430000,"br_am","69430000","","","","l10n_br_data_base.city_85"
cep_69440000,"br_am","69440000","","","","l10n_br_data_base.city_78"
cep_69445000,"br_am","69445000","","","","l10n_br_data_base.city_77"
cep_69850000,"br_am","69850000","","","","l10n_br_data_base.city_87"
cep_69620000,"br_am","69620000","","","","l10n_br_data_base.city_76"
cep_69195000,"br_am","69195000","","","","l10n_br_data_base.city_86"
cep_69265000,"br_am","69265000","","","","l10n_br_data_base.city_79"
cep_69650000,"br_am","69650000","","","","l10n_br_data_base.city_80"
cep_69630000,"br_am","69630000","","","","l10n_br_data_base.city_84"
cep_69160000,"br_am","69160000","","","","l10n_br_data_base.city_83"
cep_69200000,"br_am","69200000","","","","l10n_br_data_base.city_88"
cep_69240000,"br_am","69240000","","","","l10n_br_data_base.city_81"
cep_69475000,"br_am","69475000","","","","l10n_br_data_base.city_75"
cep_69010220,"br_am","69010220","Rui Barbosa","Rua","Centro","l10n_br_data_base.city_112"
cep_69010165,"br_am","69010165","Doutor Machado","Beco","Centro","l10n_br_data_base.city_112"
cep_69010310,"br_am","69010310","Bandeira Branca","Rua","Aparecida","l10n_br_data_base.city_112"
cep_69010300,"br_am","69010300","Alexandre Amorim","Rua","Aparecida","l10n_br_data_base.city_112"
cep_69010290,"br_am","69010290","Padre Estélio Dalison","Rua","Centro","l10n_br_data_base.city_112"
cep_69010280,"br_am","69010280","José Casemiro","Beco","Aparecida","l10n_br_data_base.city_112"
cep_69010270,"br_am","69010270","José Casemiro","Rua","Aparecida","l10n_br_data_base.city_112"
cep_69010170,"br_am","69010170","Leonardo Malcher","Avenida","Centro","l10n_br_data_base.city_112"
cep_69010250,"br_am","69010250","Dona Libânia","Rua","Centro","l10n_br_data_base.city_112"
cep_69010330,"br_am","69010330","Carolina das Neves","Beco","Aparecida","l10n_br_data_base.city_112"
cep_69010230,"br_am","69010230","Costa Azevedo","Rua","Centro","l10n_br_data_base.city_112"
cep_69010030,"br_am","69010030","Lobo D'Almada","Rua","Centro","l10n_br_data_base.city_112"
cep_69010210,"br_am","69010210","Itamaracá","Rua","Centro","l10n_br_data_base.city_112"
cep_69010200,"br_am","69010200","da Instalação","Rua","Centro","l10n_br_data_base.city_112"
cep_69010190,"br_am","69010190","Dom Bosco","Praça","Centro","l10n_br_data_base.city_112"
cep_69010182,"br_am","69010182","Silvino Santos","Beco","Centro","l10n_br_data_base.city_112"
cep_69010180,"br_am","69010180","Silva Ramos","Rua","Centro","l10n_br_data_base.city_112"
cep_69010350,"br_am","69010350","Doutor Aprígio","Rua","Aparecida","l10n_br_data_base.city_112"
cep_69010260,"br_am","69010260","Marçal","Rua","Centro","l10n_br_data_base.city_112"
cep_69029040,"br_am","69029040","Brasil","Avenida","Santo Antônio","l10n_br_data_base.city_112"
cep_69028412,"br_am","69028412","13","Rua","Flores","l10n_br_data_base.city_112"
cep_69010172,"br_am","69010172","Jaime Sobral","Beco","Centro","l10n_br_data_base.city_112"
